autor,dt_postagem,link,site,texto,titulo
,10/07/2013,https://mototour.com.br/news/empresa-japonesa-lanca-scooter-eletrico-que-se-conecta-ao-iphone_462,mototour,"A empresa japonesa Terra Motors revelou neste quarta-feira (10) o A4000i, em Tóquio, que traz inédito sistema de conectividade com o iPhone da Apple. De acordo com a empresa, este é o primeiro veículo de produção em massa a contar com esta tecnologia no mundo. Com previsão de início de produção no final do ano no Vietnã, a empresa pretende vender cerca de 100 unidades até 2015.No Japão, o preço será de 450.000 yens, equivalente a US$ 4,5 mil. Segundo a marca, as informações dos deslocamentos são transmitidas para o iPhone e podem ser monitoradas pela internet. As versões compatíveis do smartphone são 3G, 3GS, 4, 4S e 5.O A4000i tem autonomia de 65 km e atinge velocidade máxima de 65 km/h.Sua bateria de lítio tem fácil remoção, auxiliando o usuário no momento de fazer a recarga, que demora cerca de 4,5 horas para completar. O modelo pesa 118 KG, sendo 16 kg remetentes à bateria.",Empresa japonesa lança scooter elétrico que se conecta ao iPhone
,25/06/2013,https://mototour.com.br/news/primeiras-impressoes-dafra-horizon-250_450,mototour,"A inédita Dafra Horizon 250 acaba de chegar às concessionárias, em versão única, por R$ 13.690. Com visual que lembra o de motos maiores, o modelo é fruto de parceria com a sul-coreana Daelim e tem objetivo para ser porta de entrada para o mundo custom, as conhecidas motos estradeiras.O sonho de ter uma moto como essa vive na mente de muitos motociclistas, com seu símbolo maior na Harley-Davidson. Com motores grandes, acima de 600 cilindradas, e de valores que ultrapassam a faixa dos R$ 25 mil, este nicho fica restrito a consumidores com maior poder aquisitivo.Mais acessível, a Horizon pode atrair aqueles que não possuem milhares de reais para gastar em uma moto, e também proporciona uma pilotagem mais mais fácil e confortável na cidade.Este segmento, das utilitárias de 250 cilindradas com cara de estradeira, teve como um de seus grandes ícones a Yamaha Virago 250, na década de 1990, não mais disponibilizada no Brasil. Até agora, a única representante no país era a Kasinski Mirage 250, que vende cerca de 50 unidades por mês, de acordo com a Federação Nacional dos Distrubuidores de Veículos Automotores (Fenabrave). Ela custa R$ 13.990.A intenção da Dafra, a princípio, é vender 60 unidades/mês da Horizon 250, número modesto para o que a moto oferece.Em comparação com a Mirage 250, que também possui origem sul-coreana, mas da marca Hyosung, a Horizon se diferencia por ter motor de um cilindro, enquanto a Kasinski utiliza propulsor de dois cilindros em V. Montada em Manaus, a Horizon tem cerca de 20% do custo de suas peças de origem nacional, informa a empresa.Apesar de ser a estreia da Horizon 250 no Brasil, a Dafra já comercializou, em 2009, um modelo similar a este, chamado de Kansas 250. No entanto, tratava-se de uma edição limitada e foi vendida na época por R$ 9.990. Seu projeto não era o mesmo da Horizon, e sim uma versão com motor de maior cilindrada da Kansas 150, com V2 de 248,7 cm³.Horizon 250 tem visual de motos maiores (Foto: Renato Durães/Divulgação)50% Dafra, 50% DaelimA Horizon, chamada de Daystar 250 no exterior, é um lançamento mundial da Daelim neste ano. De acordo com a Dafra, o produto foi trabalhado desde o início em conjunto com a marca brasileira. “O produto é 50% Daelim e 50% Dafra. Tivemos um papel muito importante em seu desenvolvimento”, explica Victor Trisotto, diretor de engenharia da marca.O desenvolvimento do produto começou no início de 2011 e partiu com a base do chassi da Daystar 125, moto não vendida no Brasil, que recebeu mudanças. O motor foi modificado, partindo do mesmo monocilíndrico presente na pequena esportiva Roadwin 250. Alteramos o motor para deixar com mais torque em baixos giros, típico das custom, explica Trissotto.Durante o percurso feito pelo G1, em uma estradinha vicinal no interior de São Paulo, em propriedade privada, a moto mostrou que, apesar da cilindrada reduzida, pode ser opção para pegar estrada.O motor garante força necessária para encarar subidas em velocidades moderadas, com melhor desempenho neste quesito que a Roadwin. Sua configuração é moderna, com refrigeração líquida e injeção eletrônica.No entanto, à medida que se exige mais o motor, vibrações e ruídos aparecem em demasia, o que pode ser um icômodo para longas viagens. As pedaleiras são largas e com borrachas, que ajudam a diminuir os tremores nos pés. Durante o trajeto, foi possível manter 120 km/h de velocidade no painel.Moto é opção para a estrada e cidade (Foto: Renato Durães/Divulgação)Mini-customO guidão alto se estende em direção aos braços do motociclista, garantindo conforto. O assento acomoda bem o usuário e, as pernas, como é tradicional nas custom, ficam mais esticadas e relaxadas, pois as pedaleiras são fixadas de maneira mais avançada que em motos utilitárias, como Honda CB 300R e Honda Fazer 250.As suspensões são macias e, apesar de não haver muitos trechos irregulares no asfalto do local, parecem trazer comodidade. Em contrapartida, perde um pouco de estabilidade em curvas, mas nada que comprometa seu uso. Os freios são bem dimensionados, com dois discos de 276 mm na dianteira e um de 220 mm na traseira.Mesmo em alta velocidade é possível parar a moto com rapidez e eficácia, entretanto, com o peso maior localizado na parte de trás, o travamento da roda traseira ocorre cedo demais, exigindo um pouco de cuidado em acionamento mais bruscos. Apesar de ter comportamento bom em velocidade média de 100 km/h, é em baixa velocidade que a Horizon se destaca.Mantendo visual inspirado nas grandes custom, esta mini-custom tem desempenho suave quando anda devagar e, ao contrário das grandes estradeiras, oferece mobilidade de moto urbana. O ângulo de esterço é amplo, indicando que a Horizon pode ser uma boa pedida também para rodar na cidade.Detalhes como os comandos dos punhos pecam no acabamento (Foto: Renato Durães/Divulgação)Visual impressiona; detalhes, nem tantoApesar da baixa cilindrada, a Horizon 250 impressiona por suas linhas e, principalmente na coloração que faz misto de preto com pérola– a moto também tem opção totalmente preta. Na versão bicolor, ainda há um adesivo azul que limita a divisão entre as tonalidades.Os acessórios disponíveis pela Dafra, encosto para o garupa (R$ 299), bolha dianteira (R$ 299) e descanso para os pés (R$ 379) deixam a Horizon ainda mais com cara de estradeira. Eles ainda melhoram o desempenho da moto para longas viagens e foi uma boa sacada da Dafra disponibilizar estes equipamentos nas concessionárias.Mesmo que itens como pintura, assento e rodas se destaquem pelo acabamento, outros deixam um pouco a desejar. O painel é dividido em dois, com o velocímetro no local tradicional e o marcador de combustível em cima do tanque. Esta disposição traz charme ao modelo, mas seus detalhes não são um primor.No entanto, a decepção maior fica pelos punhos de comando, que apresentam visual arcaico e aparentam ser de material sem muita qualidade, destoando do restante da moto.   ConclusãoAssim como fez com o scooter Citycom 300i, a Dafra investe mais uma vez no Brasil em um nicho ainda sem muitos produtos à sua qualidade, que podemos ver também em partes, neste primeiro contato na Horizon 250.Resta saber se o veículo terá durabilidade nas ruas brasileiras. Se depender do preço cobrado e pelo desempenho que oferece, pode tornar-se a moto que cabe no bolso de muitos que sonham em ter uma Harley-Davidson, mas não querem (ou podem) gastar tanto.Painel é simples (Foto: Renato Durães/Divulgação)Bolha dianteira e descanso para os pés são acessórios (Foto: Renato Durães/Divulgação) Escape tem saída dupla (Foto: Renato Durães/Divulgação)",Primeiras impressões: Dafra Horizon 250
,11/06/2013,https://mototour.com.br/news/yamaha-lanca-moto-esportiva-com-motor-de-3-cilindros_438,mototour,"Yamaha MT-09 foi inspirada nas sub-culturas do Japão (Foto: Divulgação)Nascida no lado escuro do Japão. Com este slogan de bad boy ou bad girl, a Yamaha apresentou, nesta terça-feira (11), o modelo MT-09, que traz uma das mais significativas inovações para a fabricante nos últimos anos: um motor de 3 cilindros de 850 cc. A moto não representa apenas o início de um novo caminho na evolução das motos esportivas, mas também reacende a energia que deu forma à origem do modelo MT, diz a Yamaha em nota.Atualmente, a maioria das motos possui motores de 1, 2, 4 ou 6 cilindros. As marcas que utilizam a configuração com três cilindros são, tradicionalmente, a inglesa Triumph e a italiana Benelli. O novo modelo foi feito com base no protótipo apresentado no Salão de Colônia no ano passado.De acordo com a Yamaha, este protótipo foi inspirado nos propulsores da R1 (de rua) e M1 (MotoGP), motos esportivas da marca japonesa que utilizam o conceito crossplane, no qual os pistões trabalham com intervalos irregulares entre si, proporcionando entrega de torque mais linear.Yamaha MT-09 é uma esportiva que inova com motor 3 cilindros (Foto: Divulgação)Com este motor, a fabricante promete uma moto ágil e de fácil controle, por oferecer forte torque linear disponível imediatamente. Até porque, a moto ficou 10 kg mais leve do que a FZ8, por exemplo. A leveza permitiu desenvolver um quadro compacto e fácil de manusear.Para explorar tal torque, os engenheiros da Yamaha desenvolveram uma nova transmissão, projetado especificamente para atender a este motor. A nova transmissão é o acessório ideal para a resposta instantânea do motor e o binário elevado nas velocidades baixas e médias. O resultado é uma aceleração instantânea e uma experiência de condução desportiva emocionante, diz a Yamaha na apresentação do novo modelo.O tanque de 14 litros e estas novas tecnologias garantem autonomia à moto de 240 km, de acordo com a Yamaha.SuspensãoOutra novidade é o desenho do garfo, que o faz resistente à flexão, trazendo amortecimento macio e com ação progressiva. O curso da roda é de 137 milímetros, para aumentar o nível de conforto e a capacidade de resposta para mudar a direção. O novo garfo é ajustável para o comprimento.No caso da suspensão traseira, foi utilizado o sistema Monocross, que ajuda a centralizar o peso e reduz os desgastes de uso. Ela pode ser calibrada para atender à variedade de rotas e estilos de condução.Já as rodas utilizam pneus radiais de 10 raios, para aumentar seu tamanho e melhorar a agilidade.Lado escuroPersonalidade não falta a esta moto. O design inovador foi inspirado nas sub-culturas que existem no Japão e quebram, assim, o perfil de uma sociedade preocupada com a tradição e o respeito às regras. Essa nova onda cultural, que a Yamaha considera muito bem ilustrada pelas corridas de drift mostram o outro lado do Japão, que gera novas tendências. A MT-09 é um modelo único, que vai mudar o mundo das motocicletas esportivas, afirma a fabricante.Yamaha MT-09 promete torque nervosinho de imediato (Foto: Divulgação)",Yamaha lança moto esportiva com motor de 3 cilindros
,22/05/2013,https://mototour.com.br/news/yamaha-faz-r1-replica-da-moto-de-rossi-no-mundial-de-motogp_425,mototour,"A Yamaha criou, na França, uma série limitada da esportiva YZF-R1 com visual baseado nas motos utilizadas por seus pilotos no Mundial de MotoGP. Além da maior estrela Valentino Rossi, o atual campeão do torneio, Jorge Lorenzo, também possui réplica - ambos são da equipe principal da empresa no campeonato. Restritas a uma unidade cada, os modelos já foram vendidos por 17.999 euros.Além da moto, os compradores terão direito a acompanhar a prova do mundial neste final de semana em Le Mans, onde irão receber as motos dos próprios pilotos. Além das versões de Rossi e Lorenzo, estão disponíveis réplicas de Cal Crutchlow e Bradley Smith, pilotos da equipe satélite Yamaha Tech3. As alterações são visuais, com as mesmas cores utilizadas nos protótipos M1.Réplicas da Yamaha para o GP de Le Mans (Foto: Divulgação)",Yamaha faz R1 réplica da moto de Rossi no Mundial de MotoGP
,03/05/2013,https://mototour.com.br/news/bmw-lanca-nova-f-800-gs-adventure_413,mototour,"BMW F 800 GS Adventure (Foto: Divulgação)A BMW apresentou nesta quinta-feira (2), na Europa, a inédita F 800 GS Adventure. Seguindo a R 1200 GS, que também possui versão com este nome, a moto torna-se ainda mais aventureira nesta opção. O tanque recebeu 8 litros a mais que a versão tradicional, chegando a 24 litros, seu conjunto foi reforçado e o visual ganhou mudanças, comparando com a F 800 GS, que acaba de chegar ao Brasil.A Adventure traz freios ABS de série, enquanto controle de tração e suspensões eletrônicas são opcionais. Sua bolha dianteira também é maior e as pedaleiras mais largas, ressaltando as aptidões off-road. Para encarar terrenos acidentados, a F 800 GS Adventure conta com protetores de motor e protetores de mão. O assento têm opções de altura que vão de 860 mm a 890 mm.Com as alterações o peso em ordem de marcha subiu de 214 kg, na F 800 GS, para 229 kg, na Adventure. De acordo com a fabricante, o consumo médio da Adventure é de 23,3 km/l, em velocidade média de 90 km/h, e 17,5 km/l, rodando a velocidade de 120 km/h.BMW F 800 GS Adventure (Foto: Divulgação)Apesar de gastar mais que a F 800 GS, que possui médias de 26,3 km/l e 19,2 km/l, respectivamente nas velocidades mencionadas, a autonomia da Adventure é maior, chegando a 560 km.Controle de tração com opção EnduroSegundo a BMW, outra novidade na motocicleta é o modo enduro no ASC (Automatic Stability Control), conhecido como controle de tração. Acionando esta opção, tanto o controle de tração como o ABS mudam o modo de comportamente e se adequam especificamente para rodar na terra.O motor da moto segue o mesmo, com estrutura de dois cilindros, injeção eletrônica e refrigeração líquida. Com 798 cilindradas, o propulsor gera 85 cavalos a 7.500 rpm.""Launch edition""Para marcar o lançamento do modelo inédito, a BMW chama de Launch Edition a séria inicial da Adventure, restrita a 1.000 unidades. Apenas na cor bege, a Launch Edition possui três pacotes: ""Confort"" (computador de bordo, aquecedor de manopla e cavelete central) e ""Enduro"" (controle de tração, com modo Enduro). A empresa ainda dispnibiliza as maletas para viagem e suporte para GPS como acessórios.BMW F 800 GS Adventure (Foto: Divulgação)",BMW lança nova F 800 GS Adventure
,21/04/2013,https://mototour.com.br/news/capacete-do-batman-custa-us-325-nos-estados-unidos_401,mototour,"A empresa Helmet Dawg criou um capacete especial para motociclistas fãs do herói Batman. Com o nome de ""Dark as Night"", o acessório de segurança possui coloração negra e detalhes pontiagudos que lembram orelhas de morcego.O capacete possui diversas opções de tamanho e é vendido por US$ 325 - equivalente a R$ 654,74 (cotação do dia).De acordo com a marca, que fica em Tampa, na Flórida, não existem partes de brinquedo no produtos e todos materiais são alta qualidade.A empresa ainda informa que o produto está de acordo com as regulamentações para capacetes dos Estados Unidos.",´Capacete do Batman´ custa US$ 325 nos Estados Unidos
Roberto Agresti Especial para o G1,11/04/2013,https://mototour.com.br/news/motos-na-faixa-de-r-30-mil-abrem-caminho-no-mercado-brasileiro_389,mototour,"G1O mercado brasileiro de motocicletas vive dois momentos distintos: o segmento das motos de entrada, o maior no país, penando com as restrições de financiamento, e o das motos de luxo, passando ao largo da crise. No meio termo dessas duas faixas tão distintas, motos médias, que custam entre R$ 20 mil e R$ 30 mil, podem ganhar espaço.Exemplos de motos médias no Brasil (de cima para baixo: Honda NC 700X, Kawasaki ER-6n e Suzuki Gladius  (Foto: Divulgação/Rafael Miotto/G1)A recentemente lançada Honda NC 700X, sua rival da Kawasaki, a ER-6n, e uma Suzuki Gladius 650 prestes a chegar pertencem a este mesmo tipo de motos, destinado a seduzir motociclistas em busca de qualificação, dispostos a trocar a espartana simplicidade das pequenas utilitárias por uma moto com M maiúsculo.São modelos que representam o 2º ou 3º degrau da carreira do motociclista. Versáteis, tanto se prestam ao vai e vem diário como servem ao uso no lazer e para viajar sem problema. E ainda são razoavelmente econômicas em consumo de combustível e custos de exercício. Em suma, elas ampliam horizontes de quem não mais quer passar o final de semana no circuito sofá-televisão-geladeira.Se aos olhos de quem cavalga uma CG 150 de R$ 6 mil – o best-seller da Honda há anos – o brilho dos cromados das Harley-Davidson e a exclusiva tecnologia da BMW representam um sonho quase impossível, uma dessas médias pode se transformar em uma realidade palpável, oferecendo bem mais status e tecnologia pelo mesmo dinheiro que custa um carro 0 km.Todavia, é exatamente este valor semelhante ao de um automóvel que restringe o mercado destas motos médias. Contudo, se a tecnologia empregada em uma Honda NC 700X e na sua rival Kawasaki ER-6n for comparada com a de um carro de igual valor a balança penderá para o lado das motos. E, se abordarmos o tema performance, aí então os carros de R$ 30 mil sairão tremendamente humilhados. Evidentemente que, para dizer isso, consideramos cada ""macaco no seu galho"", ou seja, não dá para levar a família inteira ao parque de diversões em uma Honda NC 700 X assim como alcançar 28 km/l de consumo médio no Chevrolet Celta é utopia.O que será dos outros segmentos?O certo é que a queda nas vendas das motos mais populares está gerando um efeito de qualificação nas linhas dos produtos das diversas marcas que atuam em nosso mercado. Os fabricantes sabem que as vendas de motos no Brasil estão longe de atingir um saturamento. Cifras são disparadas meio a esmo neste tema, com alguns sustentando que a capacidade de vendas de motos/ano pode passar dos 4 milhões ou até 5 milhões de unidades, cerca do dobro do que é atualmente.A esperança para 2013 é a retomada do bom caminho, recuperando o declínio de vendas do magro 2012, e ao menos chegar perto das cifras do recordista de 2011, quando mais de dois milhões de motos foram emplacadas. Segundo os executivos do setor o retrocesso do ano passado, de preocupantes 20% a menos nas vendas, teve na restrição do crédito o grande vilão.A razão de tal aperto? Crescimento da inadimplência: oito de cada dez propostas de financiamento de motocicletas foram recusadas em 2012. A maioria dos cidadãos – 80% – quiseram mas não puderam financiar uma motocicleta é de gente que quer se livrar do ônibus e ganhar qualidade de vida no vai e vem casa-trabalho-casa. Na mira desses consumidores estavam as mais baratas motos disponíveis no país, as que custam de R$ 4 mil a R$ 6 mil, utilitárias de 100 cc a 150 cc que compensam pouco glamour com uma economia fenomenal.Mas, se por um lado o mercado piorou em 2012, uma certeza persiste entre os empresários do setor: o brasileiro ainda tem muita sede de motocicleta, e quem não conseguiu comprar não desistiu, só adiou o sonho. E enquanto o crédito não volta aos clientes mais necessitados, no andar de cima, o dos consumidores mais abastados, ainda não há cheiro de crise.Conceito de tribo atrai nas motos de luxo; na foto, encontro da Harley Davidson no Rio de Janeiro, no ano passado (Foto: Alexandre Durão/G1)O lucrativo segmento dos modelos caros não para de crescer. Gente que paga à vista, esta turma vê a motocicleta não como meio de transporte, mas, sim, de lazer, instrumento de socialização e hobby cada vez mais cultuado. Nos dois últimos anos duas marcas ícone deste segmento, BMW e Harley-Davidson, viram suas vendas seguir na contramão da queda mercado.De acordo com os dados de emplacamentos fornecidos pela Fenabrave, a associação dos revendedores de veículos, a empresa alemã cresceu 32% de 2011 para 2012, comemorando nada menos do que 7.351 novas BMW nas ruas do Brasil. Para os norte-americanos da Harley-Davidson o resultado foi ainda melhor, com um crescimento de impressionantes 58% no mesmo período, com perto de 7 mil Harleys emplacadas em 2012.Demanda reprimida, tendência, modismo... como justificar tamanha evolução nas vendas de modelos dos quais em versão mais sofisticada beiram os R$ 100 mil? O que move este consumidor a gastar uma cifra deste tamanho com um artigo de luxo de manutenção complexa, seguro caro e que o expõe a conhecidos riscos, inerentes à natureza do veículo? Paixão e emoção são ingredientes desta resposta.Tais fabricantes produzem verdadeiros mitos sobre rodas, objetos do desejo de motociclistas em qualquer canto do planeta. E, além de símbolos de um estilo de vida – e status, evidentemente –, estas marcas souberam criar uma aura de confraria entre seus donos. E em um mundo onde, na maior parte do tempo, o relacionamento social e profissional se dá através da frieza de e-mails, mensagens por SMS, telefonemas e troca de experiências via redes sociais, o senso de pertencer a uma tribo que vez por outra se reúne fisicamente atrai, e muito.Novidades sempre vendem. A sede pelo inédito em qualquer segmento é poderosa alavanca de crescimento. Ainda é cedo para falar que esta tendência de não crise no segmento das motos grandes permanecerá em 2013, mas, pelo sim, pelo não, surfar esta boa onda aqui é dever de qualquer marca de motocicletas, ainda mais se o mar no tradicional grande mercado europeu não estiver nem para surfe nem para peixe.As lendárias italianas Ducati e MV Agusta e a nobre inglesa Triumph são exemplos de investidas recentes: as exclusivas MV Agusta começaram a ser vendidas no Brasil em 2012, e não têm do que reclamar. Para Ducati e Triumph 2013, este será efetivamente o primeiro ano no Brasil de operação em primeira pessoa, e não via importadores, como no passado.Todas são montadas em Manaus para alcançar preços competitivos e o modelo inaugural da marca italiana, bela Diavel, não mica na loja. Já a Triumph em poucos meses de operação já antecipa planos de expansão de rede e produção previstos para 2014 para o final deste ano, com o best-seller Tiger 800 XC alcançando unanimidade na wish-list dos amantes das maxitrail.Aos fabricantes, porém, cabe caprichar em uma lição de casa muito importante: cuidar do pós-venda e, principalmente, dos custos de componentes e mão-de-obra, barbaramente grandes seja de que tipo de moto for. Se verdadeiramente o Brasil tem potencial para subir da 5ª posição no mercado mundial de motos para o 3º ou 2º lugar, como estima a diretoria da Abraciclo, há que se ajustar bem os degraus desta escada que das utilitárias leva os clientes à fidelidade às duas rodas.Cativar clientes para passar das 125-150 cc às 250-300 cc e, depois, às motos de média cilindrada, as 500 ou 700 exigirá empenho para baixar preços e custos gerais como peças, manutenção básica e seguro. Caso esta transição não seja facilitada o Brasil correrá o risco de se tornar, no futuro, um mercado mais como a Índia e países do sudeste asiático, coalhado de pequenas motos do que semelhante à Europa e EUA.A síntese desta situação foi dada muitos anos atrás por um presidente de uma tradicional marca japonesa: pequenas motos, pequenos lucros. Grandes motos, grandes lucros.Roberto Agresti escreve sobre motocicletas há três décadas. Nesta coluna no G1, compartilha dicas sobre pilotagem, segurança e as tendências do universo das duas rodas.",Motos na faixa de R$ 30 mil abrem caminho no mercado brasileiro
,21/03/2013,https://mototour.com.br/news/indian-faz-conceito-para-mostrar-novo-motor-e-homenageia-burt-munro_374,mototour,"Indian Spirit of Munro (Foto: Divulgação)Famoso por quebrar recordes de velocidade no deserto de sal americano de Bonneville, nos Estados Unidos, o neozelandês Burt Munro foi homenageado pela fabricante Indian com um conceito equipado com o novo motor da empresa. A Spirit of Munro foi inspirada na clássica Indian Scout de 1920 utilizada por Munro, já com 68 anos, para bater a marca de velocidade, para motos com menos de 1.000 cilindradas, em 1967, quando alcançou .Em 2005, a história foi retratada no filme “Desafiando os Limites” (The World’s Fastest Indian), protagonizado por Anthony Hopkins. As linhas da moto mostram tratar-se de um modelo destinado a rodar em altas velocidades, com visual similar a um foguete. Chamado de Thunder Stroke, o propulsor é bicilíndrico, em V, de 1819 cm³, que supera 15,89 kgfm de torque, informa a empresa. A Indian tem 112 anos de história e pertence atualmente à Polaris.Indian Thunder Stroke (Foto: Divulgação)Indian Spirit of Munro (Foto: Divulgação)Indian Spirit of Munro (Foto: Divulgação)",Indian faz conceito para mostrar novo motor e homenageia Burt Munro
Rafael Miotto,10/03/2013,https://mototour.com.br/news/kawasaki-lanca-nova-geracao-da-ninja-zx-6r-a-partir-de-r-49990_362,mototour,"G1Kawasaki Ninja ZX-6R 636 (Foto: Divulgação)Seguindo a série de lançamentos para o mercado brasileiro, após a chegada da Ninja 300 e Z800, a Kawasaki apresentou nesta sexta-feira (8), em São Paulo, a nova geração da ZX-6R com motor maior, partindo de R$ 49.990, que passa a se chamar Ninja ZX-6R 636 (veja o antes e depois ao fim da reportagem).A esportiva recebeu diversas alterações, teve o visual revisto e ganhou o inédito controle de tração para a categoria das “600”. O freio ABS também é novidade no modelo, que faz o preço subir a R$ 52.990. O modelo chega ao Brasil seis meses após a estreia mundial, ocorrida em Nova York.""Nosso objetivo maior foi deixar a moto mais versátil para uso na estrada e cidade, ampliando o tipo de utilização da ZX-6"", disse Ricardo Suzuki, gerente de planejamento da empresa. ""Nenhum concorrente oferece este pacote, é um produto exclusivo"", acrescentou o executivo, se referindo às novidades tecnológicas da moto. Ainda existem unidades disponíveis da versão 2012, que segue com preço de R$ 43.990.Para incrementar seu funcionamento, o propulsor de quatro cilindros tem agora 636 cilindradas – antes eram 599 cilindradas -, o que fez a potência máxima subir de 128 cv a14.000 rpm, na versão 2012, para 131 cavalos a 13.500 rpm, cifras da ZX-6R 2013. Segundo a empresa, com o advento do Ram air, dispositivo de série que aumenta a entrada de ar no motor, o número chega a 137 cv. Seu torque também cresceu e passou de 6,8 kgfm para 7,2 kgfm.De acordo com a marca japonesa, as alterações, além de aumentar as cifras de desempenho, deixou a moto com melhor funcionamento em todas faixas de giro. Com mais força em médias rotações, a ZX-6R torna-se um amoto mais versátil, informou a empresa.A nova geração do modelo segue com a montagem na fábrica da Kawasaki, em Manaus. A produção é feita pelo sistema CKD (Complete Knock Down), no qual as motos chegam completamente desmontadas.Desde fevereiro, as motos já estão sendo montadas no Amazonas e a previsão é de as primeiras unidades chegarem às lojas no início de abril, com as cores verde e branca, para a versão standard, e apenas verde para a com ABS.O visual da ZX-6R 636 foi atualizado, seguindo linhas similares as de “Ninjinha” e ZX-10R, e ficou mais moderno. As principais alterações ocorreram na dianteira, com nova carenagem e conjunto óptico. Na traseira, as alterações foram mais sutis, mas a lanterna é nova. O escape também foi redesenhado e seu posicionamento é mais alto na ZX-6R 2013.Ninja 636 (Foto: Divulgação)Aumento da cilindradaPara obter maior volume no propulsor, a Kawasaki aumentou o curso dos quatro pistões, ou seja, seu comprimento ganhou medidas. Segundo a empresa, passou de 42,5 mm para 45,1 mm. A ZX-6R 636 também possui dois modos de potência: o Full, no qual 100% da potência é despejada, e o Low, que restringe a 80% da força total. TecnologiaO pacote tecnológico do modelo é grande, mas o destaque fica pela adoção do sistema de controle de tração, como suas irmãs maiores Ninja ZX-10R e Ninja ZX-14R. Este dispositivo evita que a roda traseira derrape e tem três modos de potência, que vai do menos intrusivo ao mais atuante, além de poder ser totalmente desligado.Painel Ninja ZX-6R 636 (Foto: Divulgação)Já o câmbio de seis marchas possui embreagem deslizante, que evita o travamento das rodas em reduções de marchas muito bruscas, e também conta com assistente no dispositivo, tornando seu acionamento mais leve.Os freios ABS são oferecidos como opcionais e o peso a seco da ZX-6R 636 é de 192 kg (194 kg com ABS). Além do sistema, a esportiva tem dois discos de freios na dianteira (de 310 mm de diâmetro cada) - maiores que da ZX-6R 2012 - e um disco na traseira (220 mm).As suspensões contam com nova geração do ""Big Piston Fork"" da Showa, uma das principais fabricantes de amortecedores do mundo, com múltiplas regulagens. Na traseira, o monoamortecedor e a gás.Apesar das grandes mudanças visuais e mecânicas, o chassi de perimetral de alumínio foi mantido o mesmo da versão antiga, apenas com pequenos ajustes para a incorporação do Ram air. O amortecedor de suspensão passa a ser opcional - no modelo antigo era de série.Seu ângulo de cáster, formado pela inclinação dos amortecedores dianteiros em relação ao solo foi diminuído, passando de 24º para 23,5º. Na prática, a marca divulga que a alteração trouxe melhor dirigibilidade e maior conforto. O peso da esportiva, em ordem de marcha (com todos fluídos e combustívla), é de 192 kg, 1 kg a mais que a ZX-6R 2012. Com ABS, o modelo tem 194 KG.Vendas em quedaDe acordo com a Kawasaki, a ZX-6R apresentou queda de vendas em 2012, com 277 motos vendidas, frente às 403 unidades de 2011, representando 31,3% de queda. ""Todo o segmento [das esportivas 600] apresentou baixa no ano passado. Não temos como expectativa em números, mas queremos voltar a crescer"", explica Suzuki.Kawasaki ZX-6R 636 2013 (Foto: Divulgação)Kawasaki ZX-6R 2012 (Foto: Divulgação)Kawasaki ZX-6R 636 2013 (Foto: Divulgação)Kawasaki ZX-6R 2012 (Foto: Divulgação)",Kawasaki lança nova geração da Ninja ZX-6R a partir de R$ 49.990
,21/02/2013,https://mototour.com.br/news/suzuki-burgman-400-ganha-nova-edicao-lux-na-europa_349,mototour,"A Suzuki apresentou nesta quarta-feira (20) uma nova edição do scooter Burgman 400, na Europa. O modelo recebeu o nome de Lux e ganhou pequenas alterações em sua estética. Além de novas costuras vermelhas no assento, o Burgman 400 Lux tem um refletor interno azul no farol dianteiro. Na Itália, o modelo custa 6.390 euros, na opção básica, e 6.990 euros, quando equipado com freios ABS.No restante, o modelo segue basicamente o mesmo. Seu propulsor é um monocilíndrico de 400 cilindradas, com refrigeração líquida e injeção eletrônica. De acordo com o fabricante, o motor gera 33 cavalos de potência. Do mesmo modo que o farol, o painel também recebeu nova luz azulada. O Burgman 400 Lux possui três opções de cores: cinza, preto e branco.",Suzuki Burgman 400 ganha nova edição Lux na Europa
